"determiner","target_object1","figure","ExpFiller","correctAns1","object1","prime","target2","location3","location5","Prime","display_type","list","correctAns2","location4","size","workerid","object3","condition","target_figure3","instruction1","response","Res_object","condition1","location1","Answer.condition","target_object3","location10","Answer.time_in_minutes","instruction3","location6","object4","location9","location8","target1","size1","determiner1","displayID","response_times","competitor2","location7","location2","competitor1","object2","target_figure1","Intro_object","setting","speaker_cond"
"all","","Michael's","Exp","AOI1","","",7,"2_pencils","1_pencil","BoyAllMichaelRulers","33-33",2,"AOI7","3_erasers","big",48,"","all","boy","","['AOI8', 'AOI7', 'AOI1', 'AOI9']","","","3_rulers","undefined","3_rulers","girl",39.01905,"Click on the boy that has all of Michael's rulers","1_scissor","","girl","boy",1,"","",12,"[81, 207, 210, 252]",8,"boy","2_scissors",2,"","","","stationeries","list2"
"all","","Susan's","Exp","AOI2","","",8,"2_apples","1_apple","BoyAllSusanBananas","33-33",2,"AOI8","3_oranges","big",48,"","all","boy","","['AOI3', 'AOI10', 'AOI7', 'AOI7']","","","2_pears","undefined","3_bananas","girl",39.01905,"Click on the boy that has all of Susan's bananas","1_pear","","girl","boy",2,"","",1,"[17, 112, 305, 335]",7,"boy","3_bananas",1,"","","","fruit","list2"
"all","","Amy's","Exp","AOI4","","",10,"3_forks","1_fork","GirlAllAmyKnives","44-22",2,"AOI10","2_knives","small",48,"","all","girl","","['AOI7', 'AOI8', 'AOI2', 'AOI9']","","","2_spoons","undefined","2_knives","girl",39.01905,"Click on the girl that has all of Amy's knives","1_plate","","girl","boy",4,"","",34,"[9, 127, 134, 242]",9,"boy","3_plates",3,"","","","kitchenwares","list2"
"three","","Michael's","Exp","AOI3","","",9,"3_scissors","1_eraser","GirlThreeMichaelScissors","44-22",2,"AOI9","2_pencils","big",48,"","num","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","3_erasers","undefined","3_scissors","girl",39.01905,"Click on the girl that has three of Michael's scissors","1_scissor","","girl","boy",3,"","",25,"[27, 599, 1161, 1170]",10,"boy","2_rulers",4,"","","","stationeries","list2"
"one","","Susan's","Filler","AOI4","","",10,"3_apples","2_pears","GirlOneSusanPears","33-33",2,"AOI10","1_pear","small",48,"","one","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","3_bananas","undefined","1_pear","girl",39.01905,"Click on the girl that has one of Susan's pears","0","","girl","boy",4,"","",42,"[61, 62, 94, 385]",9,"boy","3_oranges",3,"","","","fruit","list2"
"some","","Michael's","Exp","AOI4","","",10,"3_scissors","1_pencil","GirlSomeMichaelPencils","33-33",2,"AOI10","2_pencils","small",48,"","some","girl","","['AOI9', 'AOI8', 'AOI1', 'AOI9']","","","3_rulers","undefined","2_pencils","girl",39.01905,"Click on the girl that has some of Michael's pencils","1_eraser","","girl","boy",4,"","",10,"[37, 80, 196, 237]",9,"boy","2_erasers",3,"","","","stationeries","list2"
"","2_apples","Susan","Prac","AOI1","apples","BoySomeSusanapples",NA,"2_pears","1_apple","","33-33",NA,"AOI7","3_oranges","",49,"D3_bananas","","","Click on the boy that has some of Susan's apples","['AOI7', 'AOI7', 'AOI7', 'AOI7']","Fruit_residue","some","2_apples","undefined","","girl",9.72388333333333,"","1_pear","D3_oranges","girl","boy",1,"small","some",1,"",NA,"boy","3_bananas",2,"D3_pears","boy","Fruit_Susan_Monday","fruit","list2"
"","2_pears","Susan","Prac","AOI2","pears","BoyAllSusanpears",NA,"3_apples","1_apple","","44-22",NA,"AOI8","2_oranges","",49,"D4_bananas","","","Click on the boy that has all of Susan's pears","['AOI7', 'AOI7', 'AOI7', 'AOI8']","Slience","all","3_bananas","undefined","","girl",9.72388333333333,"","1_banana","D2_oranges","girl","boy",2,"small","all",2,"",NA,"boy","2_pears",1,"D2_pears","boy","Fruit_Susan_Tuesday","fruit","list2"
"","3_erasers","Michael","Prac","AOI3","erasers","GirlAllMichaelerasers",NA,"3_erasers","1_pencil","","33-33",NA,"AOI9","2_rulers","",49,"D3_erasers","","","Click on the girl that has all of Michael's erasers","['AOI7', 'AOI9', 'AOI10', 'AOI9']","Residue_stationary","all","3_scissors","undefined","","girl",9.72388333333333,"","1_ruler","D3_rulers","girl","boy",3,"big","all",3,"",NA,"boy","2_pencils",4,"D3_pencils","girl","Stationary_Michael_Monday","office supplies","list2"
"","2_rulers","Michael","Prac","AOI4","rulers","GirlTwoMichaelrulers",NA,"3_erasers","1_pencil","","44-22",NA,"AOI10","2_rulers","",49,"D4_erasers","","","Click on the girl that has two of Michael's rulers","['AOI7', 'AOI9', 'AOI10', 'AOI10']","Residue_stationary","num","3_pencils","undefined","","girl",9.72388333333333,"","1_eraser","D2_rulers","girl","boy",4,"small","two",4,"",NA,"boy","2_scissors",3,"D4_pencils","girl","Stationary_Michael_Tuesday","office supplies","list2"
"","3_spoons","Amy","Prac","AOI1","spoons","BoyThreeAmyspoons",NA,"3_plates","1_fork","","33-33",NA,"AOI7","2_forks","",49,"D3_spoons","","","Click on the boy that has three of Amy's spoons","['AOI7', 'AOI8', 'AOI7', 'AOI7']","Slience","num","3_spoons","undefined","","girl",9.72388333333333,"","1_knife","D3_knives","girl","boy",1,"big","three",5,"",NA,"boy","2_knives",2,"D3_forks","boy","kitchware_Amy_Tuesday","kitchenwares","list2"
"","3_knives","Amy","Prac","AOI3","knives","GirlSomeAmyknives",NA,"3_knives","1_fork","","44-22",NA,"AOI9","2_plates","",49,"D2_spoons","","","Click on the girl that has some of Amy's knives","['AOI7', 'AOI9', 'AOI9', 'AOI9']","Residue_kitchen","some","2_spoons","undefined","","girl",9.72388333333333,"","1_knife","D4_knives","girl","boy",3,"big","some",6,"",NA,"boy","3_forks",4,"D4_forks","girl","kitchware_Amy_Monday","kitchenwares","list2"
"some","","Michael's","Exp","AOI3","","",9,"2_rulers","1_ruler","GirlSomeMichaelRulers","33-33",2,"AOI9","3_erasers","small",49,"","some","girl","","['AOI8', 'AOI9', 'AOI9', 'AOI9']","","","3_pencils","undefined","2_rulers","girl",9.72388333333333,"Click on the girl that has some of Michael's rulers","1_scissor","","girl","boy",3,"","",9,"[3480, 5728, 6920, 8320]",10,"boy","2_scissors",4,"","","","stationeries","list2"
"some","","Amy's","Exp","AOI2","","",8,"3_forks","1_fork","BoySomeAmyKnives","44-22",2,"AOI8","2_plates","big",49,"","some","boy","","['AOI9', 'AOI8', 'AOI8', 'AOI8']","","","2_spoons","undefined","3_knives","girl",9.72388333333333,"Click on the boy that has some of Amy's knives","1_knife","","girl","boy",2,"","",32,"[2648, 4368, 5960, 7047]",7,"boy","3_knives",1,"","","","kitchenwares","list2"
"two","","Susan's","Exp","AOI1","","",7,"2_bananas","1_apple","BoyTwoSusanApples","33-33",2,"AOI7","3_oranges","small",49,"","num","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","2_apples","undefined","2_apples","girl",9.72388333333333,"Click on the boy that has two of Susan's apples","1_banana","","girl","boy",1,"","",3,"[2183, 3518, 4967, 5911]",8,"boy","3_pears",2,"","","","fruit","list2"
"all","","Amy's","Exp","AOI1","","",7,"2_forks","1_spoon","BoyAllAmyPlates","44-22",2,"AOI7","3_knives","small",49,"","all","boy","","['AOI8', 'AOI8', 'AOI8', 'AOI7']","","","2_plates","undefined","2_plates","girl",9.72388333333333,"Click on the boy that has all of Amy's plates","1_knife","","girl","boy",1,"","",33,"[2543, 3727, 5055, 6743]",8,"boy","3_spoons",2,"","","","kitchenwares","list2"
"all","","Susan's","Exp","AOI4","","",10,"3_apples","1_apple","GirlAllSusanOranges","44-22",2,"AOI10","2_oranges","small",49,"","all","girl","","['AOI7', 'AOI9', 'AOI9', 'AOI10']","","","3_pears","undefined","2_oranges","girl",9.72388333333333,"Click on the girl that has all of Susan's oranges","1_pear","","girl","boy",4,"","",20,"[1646, 3055, 5015, 6327]",9,"boy","2_bananas",3,"","","","fruit","list2"
"some","","Amy's","Exp","AOI1","","",7,"2_plates","1_spoon","BoySomeAmySpoons","33-33",2,"AOI7","3_forks","small",49,"","some","boy","","['AOI9', 'AOI7', 'AOI7', 'AOI7']","","","2_spoons","undefined","2_spoons","girl",9.72388333333333,"Click on the boy that has some of Amy's spoons","1_plate","","girl","boy",1,"","",14,"[1927, 3486, 4639, 5727]",8,"boy","3_knives",2,"","","","kitchenwares","list2"
"three","","Susan's","Exp","AOI3","","",9,"3_bananas","1_orange","GirlThreeSusanBananas","33-33",2,"AOI9","2_oranges","big",49,"","num","girl","","['AOI7', 'AOI10', 'AOI9', 'AOI9']","","","2_pears","undefined","3_bananas","girl",9.72388333333333,"Click on the girl that has three of Susan's bananas","1_pear","","girl","boy",3,"","",4,"[1422, 3053, 4566, 5542]",10,"boy","3_apples",4,"","","","fruit","list2"
"two","","Amy's","Exp","AOI4","","",10,"3_knives","1_spoon","GirlTwoAmyPlates","44-22",2,"AOI10","2_plates","small",49,"","num","girl","","['AOI9', 'AOI9', 'AOI10', 'AOI10']","","","3_spoons","undefined","2_plates","girl",9.72388333333333,"Click on the girl that has two of Amy's plates","1_knife","","girl","boy",4,"","",35,"[1863, 3190, 4663, 5686]",9,"boy","2_forks",3,"","","","kitchenwares","list2"
"one","","Amy's","Filler","AOI2","","",8,"3_plates","2_spoons","BoyOneAmySpoons","33-33",2,"AOI8","3_knives","small",49,"","one","boy","","['AOI8', 'AOI8', 'AOI8', 'AOI8']","","","3_forks","undefined","1_spoon","girl",9.72388333333333,"Click on the boy that has one of Amy's spoons","0","","girl","boy",2,"","",39,"[3256, 4168, 5759, 6488]",7,"boy","1_spoon",1,"","","","kitchenwares","list2"
"two","","Michael's","Exp","AOI2","","",8,"3_erasers","1_pencil","BoyTwoMichaelPencils","33-33",2,"AOI8","2_rulers","small",49,"","num","boy","","['AOI8', 'AOI8', 'AOI8', 'AOI8']","","","3_scissors","undefined","2_pencils","girl",9.72388333333333,"Click on the boy that has two of Michael's pencils","1_ruler","","girl","boy",2,"","",7,"[1574, 2967, 4023, 4719]",7,"boy","2_pencils",1,"","","","stationeries","list2"
"one","","Susan's","Filler","AOI1","","",7,"3_bananas","2_apples","BoyOneSusanApples","33-33",2,"AOI7","3_oranges","small",49,"","one","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","1_apple","undefined","1_apple","girl",9.72388333333333,"Click on the boy that has one of Susan's apples","0","","girl","boy",1,"","",37,"[1840, 2936, 4048, 4544]",8,"boy","3_pears",2,"","","","fruit","list2"
"some","","Susan's","Exp","AOI2","","",8,"3_bananas","1_banana","BoySomeSusanPears","44-22",2,"AOI8","2_oranges","big",49,"","some","boy","","['AOI9', 'AOI8', 'AOI8', 'AOI8']","","","2_apples","undefined","3_pears","girl",9.72388333333333,"Click on the boy that has some of Susan's pears","1_pear","","girl","boy",2,"","",24,"[1863, 3695, 4711, 5703]",7,"boy","3_pears",1,"","","","fruit","list2"
"some","","Michael's","Exp","AOI2","","",8,"2_scissors","1_pencil","BoySomeMichaelErasers","44-22",2,"AOI8","3_pencils","big",49,"","some","boy","","['AOI10', 'AOI8', 'AOI8', 'AOI8']","","","2_rulers","undefined","3_erasers","girl",9.72388333333333,"Click on the boy that has some of Michael's erasers","1_eraser","","girl","boy",2,"","",27,"[2112, 3960, 4840, 5792]",7,"boy","3_erasers",1,"","","","stationeries","list2"
"some","","Michael's","Exp","AOI1","","",7,"2_erasers","1_ruler","BoySomeMichaelScissors","44-22",2,"AOI7","3_rulers","big",49,"","some","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","3_scissors","undefined","3_scissors","girl",9.72388333333333,"Click on the boy that has some of Michael's scissors","1_scissor","","girl","boy",1,"","",28,"[2392, 3359, 4168, 5167]",8,"boy","2_pencils",2,"","","","stationeries","list2"
"all","","Michael's","Exp","AOI1","","",7,"2_pencils","1_pencil","BoyAllMichaelRulers","33-33",2,"AOI7","3_erasers","big",49,"","all","boy","","['AOI9', 'AOI8', 'AOI8', 'AOI7']","","","3_rulers","undefined","3_rulers","girl",9.72388333333333,"Click on the boy that has all of Michael's rulers","1_scissor","","girl","boy",1,"","",12,"[3359, 4734, 5726, 6791]",8,"boy","2_scissors",2,"","","","stationeries","list2"
"all","","Susan's","Exp","AOI2","","",8,"2_apples","1_apple","BoyAllSusanBananas","33-33",2,"AOI8","3_oranges","big",49,"","all","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI8']","","","2_pears","undefined","3_bananas","girl",9.72388333333333,"Click on the boy that has all of Susan's bananas","1_pear","","girl","boy",2,"","",1,"[3534, 4447, 5407, 6351]",7,"boy","3_bananas",1,"","","","fruit","list2"
"three","","Amy's","Exp","AOI1","","",7,"3_spoons","1_plate","BoyThreeAmyKnives","33-33",2,"AOI7","2_forks","big",49,"","num","boy","","['AOI8', 'AOI8', 'AOI7', 'AOI7']","","","3_knives","undefined","3_knives","girl",9.72388333333333,"Click on the boy that has three of Amy's knives","1_fork","","girl","boy",1,"","",18,"[2263, 2895, 4007, 5030]",8,"boy","2_plates",2,"","","","kitchenwares","list2"
"some","","Susan's","Exp","AOI3","","",9,"2_apples","1_apple","GirlSomeSusanApples","33-33",2,"AOI9","3_pears","small",49,"","some","girl","","['AOI7', 'AOI9', 'AOI9', 'AOI9']","","","2_oranges","undefined","2_apples","girl",9.72388333333333,"Click on the girl that has some of Susan's apples","1_orange","","girl","boy",3,"","",6,"[1248, 2752, 3705, 5329]",10,"boy","3_bananas",4,"","","","fruit","list2"
"some","","Susan's","Exp","AOI3","","",9,"3_oranges","1_apple","GirlSomeSusanOranges","44-22",2,"AOI9","2_bananas","big",49,"","some","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","3_apples","undefined","3_oranges","girl",9.72388333333333,"Click on the girl that has some of Susan's oranges","1_orange","","girl","boy",3,"","",23,"[1543, 2567, 3534, 4519]",10,"boy","2_pears",4,"","","","fruit","list2"
"three","","Susan's","Exp","AOI2","","",8,"3_oranges","1_orange","BoyThreeSusanPears","44-22",2,"AOI8","2_bananas","big",49,"","num","boy","","['AOI9', 'AOI8', 'AOI8', 'AOI8']","","","2_apples","undefined","3_pears","girl",9.72388333333333,"Click on the boy that has three of Susan's pears","1_pear","","girl","boy",2,"","",22,"[1512, 2768, 3599, 4343]",7,"boy","3_pears",1,"","","","fruit","list2"
"all","","Susan's","Exp","AOI1","","",7,"2_bananas","1_banana","BoyAllSusanApples","33-33",2,"AOI7","3_pears","big",49,"","all","boy","","['AOI8', 'AOI8', 'AOI8', 'AOI7']","","","3_apples","undefined","3_apples","girl",9.72388333333333,"Click on the boy that has all of Susan's apples","1_orange","","girl","boy",1,"","",2,"[1392, 2464, 3895, 4784]",8,"boy","2_oranges",2,"","","","fruit","list2"
"two","","Amy's","Exp","AOI1","","",7,"2_knives","1_spoon","BoyTwoAmySpoons","33-33",2,"AOI7","3_plates","small",49,"","num","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","2_spoons","undefined","2_spoons","girl",9.72388333333333,"Click on the boy that has two of Amy's spoons","1_knife","","girl","boy",1,"","",17,"[1926, 2711, 3686, 4327]",8,"boy","3_forks",2,"","","","kitchenwares","list2"
"one","","Susan's","Filler","AOI4","","",10,"3_apples","2_pears","GirlOneSusanPears","33-33",2,"AOI10","1_pear","small",49,"","one","girl","","['AOI10', 'AOI10', 'AOI10', 'AOI10']","","","3_bananas","undefined","1_pear","girl",9.72388333333333,"Click on the girl that has one of Susan's pears","0","","girl","boy",4,"","",42,"[2648, 3240, 4136, 4640]",9,"boy","3_oranges",3,"","","","fruit","list2"
"four","","Susan's","Filler","AOI2","","",8,"3_pears","1_orange","BoyFourSusanBananas","44-22",2,"AOI8","2_apples","big",49,"","four","boy","","['AOI9', 'AOI7', 'AOI8', 'AOI8']","","","1_orange","undefined","4_bananas","girl",9.72388333333333,"Click on the boy that has four of Susan's bananas","1_pear","","girl","boy",2,"","",44,"[1400, 2688, 3687, 4584]",7,"boy","4_bananas",1,"","","","fruit","list2"
"all","","Amy's","Exp","AOI4","","",10,"3_forks","1_fork","GirlAllAmyKnives","44-22",2,"AOI10","2_knives","small",49,"","all","girl","","['AOI8', 'AOI9', 'AOI9', 'AOI10']","","","2_spoons","undefined","2_knives","girl",9.72388333333333,"Click on the girl that has all of Amy's knives","1_plate","","girl","boy",4,"","",34,"[1703, 3192, 4087, 5279]",9,"boy","3_plates",3,"","","","kitchenwares","list2"
"one","","Amy's","Filler","AOI1","","",7,"3_forks","2_plates","BoyOneAmyPlates","33-33",2,"AOI7","3_spoons","small",49,"","one","boy","","['AOI7', 'AOI7', 'AOI7', 'AOI7']","","","1_plate","undefined","1_plate","girl",9.72388333333333,"Click on the boy that has one of Amy's plates","0","","girl","boy",1,"","",38,"[1880, 2344, 2832, 3583]",8,"boy","3_knives",2,"","","","kitchenwares","list2"
"four","","Amy's","Filler","AOI4","","",10,"2_spoons","1_knife","GirlFourAmyPlates","44-22",2,"AOI10","4_plates","big",49,"","four","girl","","['AOI7', 'AOI9', 'AOI10', 'AOI10']","","","1_knife","undefined","4_plates","girl",9.72388333333333,"Click on the girl that has four of Amy's plates","1_fork","","girl","boy",4,"","",47,"[1624, 6664, 7568, 8337]",9,"boy","3_forks",3,"","","","kitchenwares","list2"
"all","","Michael's","Exp","AOI2","","",8,"2_rulers","1_ruler","BoyAllMichaelPencils","33-33",2,"AOI8","3_scissors","big",49,"","all","boy","","['AOI9', 'AOI7', 'AOI7', 'AOI8']","","","2_erasers","undefined","3_pencils","girl",9.72388333333333,"Click on the boy that has all of Michael's pencils","1_eraser","","girl","boy",2,"","",11,"[1800, 4000, 5023, 5935]",7,"boy","3_pencils",1,"","","","stationeries","list2"
"two","","Michael's","Exp","AOI3","","",9,"2_erasers","1_pencil","GirlTwoMichaelErasers","44-22",2,"AOI9","3_rulers","small",49,"","num","girl","","['AOI7', 'AOI10', 'AOI9', 'AOI9']","","","3_pencils","undefined","2_erasers","girl",9.72388333333333,"Click on the girl that has two of Michael's erasers","1_ruler","","girl","boy",3,"","",26,"[1767, 3535, 4519, 5208]",10,"boy","2_scissors",4,"","","","stationeries","list2"
"all","","Amy's","Exp","AOI4","","",10,"2_knives","1_spoon","GirlAllAmyForks","33-33",2,"AOI10","3_forks","big",49,"","all","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI10']","","","2_spoons","undefined","3_forks","girl",9.72388333333333,"Click on the girl that has all of Amy's forks","1_knife","","girl","boy",4,"","",15,"[1504, 2056, 2871, 3648]",9,"boy","3_plates",3,"","","","kitchenwares","list2"
"all","","Michael's","Exp","AOI3","","",9,"2_scissors","1_ruler","GirlAllMichaelScissors","44-22",2,"AOI9","3_rulers","small",49,"","all","girl","","['AOI7', 'AOI10', 'AOI10', 'AOI9']","","","3_erasers","undefined","2_scissors","girl",9.72388333333333,"Click on the girl that has all of Michael's scissors","1_eraser","","girl","boy",3,"","",30,"[2095, 3671, 4640, 5640]",10,"boy","2_pencils",4,"","","","stationeries","list2"
"one","","Michael's","Filler","AOI2","","",8,"3_pencils","2_scissors","BoyOneMichaelRulers","33-33",2,"AOI8","3_scissors","small",49,"","one","boy","","['AOI10', 'AOI7', 'AOI8', 'AOI8']","","","3_erasers","undefined","1_ruler","girl",9.72388333333333,"Click on the boy that has one of Michael's rulers","0","","girl","boy",2,"","",40,"[1656, 2671, 3983, 4928]",7,"boy","1_ruler",1,"","","","stationeries","list2"
"one","","Michael's","Filler","AOI3","","",9,"1_eraser","2_erasers","GirlOneMichaelErasers","33-33",2,"AOI9","3_rulers","small",49,"","one","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","3_pencils","undefined","1_eraser","girl",9.72388333333333,"Click on the girl that has one of Michael's erasers","0","","girl","boy",3,"","",41,"[4639, 5159, 6032, 6519]",10,"boy","3_scissors",4,"","","","stationeries","list2"
"three","","Michael's","Exp","AOI3","","",9,"3_scissors","1_eraser","GirlThreeMichaelScissors","44-22",2,"AOI9","2_pencils","big",49,"","num","girl","","['AOI9', 'AOI9', 'AOI9', 'AOI9']","","","3_erasers","undefined","3_scissors","girl",9.72388333333333,"Click on the girl that has three of Michael's scissors","1_scissor","","girl","boy",3,"","",25,"[1263, 1784, 3152, 3720]",10,"boy","2_rulers",4,"","","","stationeries","list2"
"four","","Michael's","Filler","AOI4","","",10,"3_scissors","1_ruler","GirlFourMichaelPencils","44-22",2,"AOI10","4_pencils","big",49,"","four","girl","","['AOI9', 'AOI9', 'AOI10', 'AOI10']","","","1_ruler","undefined","4_pencils","girl",9.72388333333333,"Click on the girl that has four of Michael's pencils","1_scissor","","girl","boy",4,"","",48,"[1223, 1704, 3103, 3527]",9,"boy","2_erasers",3,"","","","stationeries","list2"
